run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
6/6/2017 11:01:42 AM,201703,ABERDEEN,DENMARK,COPENHAGEN,SAS,S,70,0,95.71428571,1.428571429,0,2.857142857,0,0,4.91429,0,76,92.10526316,5.894736842
6/6/2017 11:01:42 AM,201703,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,S,46,0,86.95652174,4.347826087,0,8.695652174,0,0,9.47826,0,50,94,4.5
6/6/2017 11:01:42 AM,201703,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,110,0,91.81818182,2.727272727,2.727272727,2.727272727,0,0,6.91818,0,168,85.71428571,7.595238095
6/6/2017 11:01:42 AM,201703,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,118,0,84.74576271,8.474576271,4.237288136,2.542372881,0,0,7.77119,0,120,89.16666667,5.116666667
6/6/2017 11:01:42 AM,201703,ABERDEEN,ICELAND,KEFLAVIK,FLUGFELAG ISLANDS(AIR ICELAND),S,24,0,87.5,8.333333333,0,4.166666667,0,0,6.95833,0,0,0,0
6/6/2017 11:01:42 AM,201703,ABERDEEN,ICELAND,KEFLAVIK,ICELANDAIR,S,0,0,0,0,0,0,0,0,0,0,26,92.30769231,4.884615385
6/6/2017 11:01:42 AM,201703,ABERDEEN,ICELAND,REYKJAVIK,ICELANDAIR,C,1,0,0,0,100,0,0,0,48,0,0,0,0
6/6/2017 11:01:42 AM,201703,ABERDEEN,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,66,0,86.36363636,9.090909091,4.545454545,0,0,0,5.5,0,62,83.87096774,8.548387097
6/6/2017 11:01:42 AM,201703,ABERDEEN,NETHERLANDS,AMSTERDAM,KLM,S,144,0,77.08333333,13.19444444,7.638888889,1.388888889,0.694444444,0,12.53472,0,292,94.17808219,3.410958904
6/6/2017 11:01:42 AM,201703,ABERDEEN,NETHERLANDS,AMSTERDAM,KLM CITYHOPPER,S,90,0,96.66666667,2.222222222,1.111111111,0,0,0,3.55556,0,0,0,0
6/6/2017 11:01:42 AM,201703,ABERDEEN,NORWAY,BERGEN,WIDEROE FLYVESELSKAP A/S,S,98,0,88.7755102,6.12244898,5.102040816,0,0,0,5.57143,0,88,87.5,7.511363636
6/6/2017 11:01:42 AM,201703,ABERDEEN,NORWAY,HAUGESUND,EASTERN AIRWAYS,C,0,0,0,0,0,0,0,0,0,0,8,87.5,15.625
6/6/2017 11:01:42 AM,201703,ABERDEEN,NORWAY,OSLO (GARDERMOEN),BMI REGIONAL,S,44,0,75,15.90909091,9.090909091,0,0,0,8.68182,0,48,91.66666667,11.875
6/6/2017 11:01:42 AM,201703,ABERDEEN,NORWAY,OSLO (GARDERMOEN),SAS,S,54,0,70.37037037,20.37037037,7.407407407,1.851851852,0,0,11.38889,0,36,66.66666667,14.77777778
6/6/2017 11:01:42 AM,201703,ABERDEEN,NORWAY,STAVANGER,SAS,S,106,0,88.67924528,8.490566038,2.830188679,0,0,0,5.36792,0,95,82.10526316,7.778947368
6/6/2017 11:01:42 AM,201703,ABERDEEN,NORWAY,STAVANGER,WIDEROE FLYVESELSKAP A/S,S,120,0,93.33333333,3.333333333,3.333333333,0,0,0,3.58333,0,120,95.83333333,3.533333333
6/6/2017 11:01:42 AM,201703,ABERDEEN,POLAND,GDANSK,WIZZ AIR,S,16,0,75,25,0,0,0,0,6.8125,0,16,100,2.375
6/6/2017 11:01:42 AM,201703,ABERDEEN,POLAND,WARSAW (CHOPIN),WIZZ AIR,S,18,0,83.33333333,5.555555556,11.11111111,0,0,0,8.94444,0,0,0,0
6/6/2017 11:01:42 AM,201703,ABERDEEN,SPAIN,ALICANTE,RYANAIR,S,18,0,66.66666667,11.11111111,5.555555556,16.66666667,0,0,28.5,0,0,0,0
6/6/2017 11:01:42 AM,201703,ABERDEEN,SPAIN,MALAGA,RYANAIR,S,20,0,80,10,10,0,0,0,7.45,0,0,0,0
6/6/2017 11:01:42 AM,201703,ABERDEEN,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),THOMSON AIRWAYS LTD,C,16,0,81.25,6.25,12.5,0,0,0,6.3125,0,18,72.22222222,10.16666667
6/6/2017 11:01:42 AM,201703,ABERDEEN,SWITZERLAND,GENEVA,EASYJET SWITZERLAND,C,0,0,0,0,0,0,0,0,0,0,1,100,3
6/6/2017 11:01:42 AM,201703,ABERDEEN,SWITZERLAND,GENEVA,EASYJET SWITZERLAND,S,16,0,68.75,12.5,18.75,0,0,0,12.3125,0,7,100,1
6/6/2017 11:01:42 AM,201703,ABERDEEN,UNITED KINGDOM,ABERDEEN,EASTERN AIRWAYS,S,0,0,0,0,0,0,0,0,0,0,1,0,65
6/6/2017 11:01:42 AM,201703,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,S,62,0,100,0,0,0,0,0,1.35484,0,58,87.93103448,5.362068966
