run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
10/09/2017 12:40,201707,ABERDEEN,BOSNIA-HERZEGOVINA,MOSTAR,AIR HAMBURG,C,2,0,100,0,0,0,0,0,2.5,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,BULGARIA,BURGAS,BH AIR,C,17,0,76.47058824,5.882352941,17.64705882,0,0,0,10,0,19,47.36842105,37.68421053
10/09/2017 12:40,201707,ABERDEEN,CYPRUS,LARNACA,COBALT,C,2,0,100,0,0,0,0,0,2,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,DENMARK,COPENHAGEN,SAS,S,42,0,83.33333333,4.761904762,2.380952381,9.523809524,0,0,17.28571,0,94,100,1.755319149
10/09/2017 12:40,201707,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,S,42,0,71.42857143,4.761904762,9.523809524,14.28571429,0,0,27.35714,0,50,86,22.64
10/09/2017 12:40,201707,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,118,0,83.89830509,15.25423729,0.847457627,0,0,0,5.55932,0,176,82.95454546,8.460227273
10/09/2017 12:40,201707,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),CARPATAIR,C,2,0,50,0,50,0,0,0,20,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,122,0,71.31147541,20.49180328,7.37704918,0.819672131,0,0,12.2377,0,122,80.32786885,9.155737705
10/09/2017 12:40,201707,ABERDEEN,GERMANY,FRIEDRICHSHAFEN,EASTERN AIRWAYS,C,2,0,100,0,0,0,0,0,4,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,GREECE,CORFU,EUROPE AIRPOST,C,8,0,100,0,0,0,0,0,2.625,0,10,100,1.8
10/09/2017 12:40,201707,ABERDEEN,HUNGARY,BUDAPEST,WIZZ AIR,S,0,0,0,0,0,0,0,0,0,0,1,100,0
10/09/2017 12:40,201707,ABERDEEN,ICELAND,KEFLAVIK,FLUGFELAG ISLANDS(AIR ICELAND),S,26,0,69.23076923,19.23076923,11.53846154,0,0,0,9.84615,0,36,58.33333333,18.13888889
10/09/2017 12:40,201707,ABERDEEN,ICELAND,KEFLAVIK,WIZZ AIR,S,0,0,0,0,0,0,0,0,0,0,1,100,0
10/09/2017 12:40,201707,ABERDEEN,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,98,0,78.57142857,10.20408163,8.163265306,1.020408163,1.020408163,1.020408163,15.55102,0,62,85.48387097,9.677419355
10/09/2017 12:40,201707,ABERDEEN,ITALY,MILAN (MALPENSA),ALBA STAR,C,1,0,0,100,0,0,0,0,27,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,ITALY,NAPLES,EASTERN AIRWAYS,C,2,0,0,0,50,0,50,0,134.5,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,ITALY,NAPLES,SMALL PLANET AIRLINES,C,0,0,0,0,0,0,0,0,0,0,1,0,28
10/09/2017 12:40,201707,ABERDEEN,ITALY,NAPLES,TITAN AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,1,100,15
10/09/2017 12:40,201707,ABERDEEN,ITALY,TREVISO,EASTERN AIRWAYS,C,1,0,100,0,0,0,0,0,15,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,ITALY,VENICE,EASTERN AIRWAYS,C,1,0,0,100,0,0,0,0,16,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,ITALY,VERONA VILLAFRANCA,ALBA STAR,C,1,0,100,0,0,0,0,0,14,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,ITALY,VERONA VILLAFRANCA,SMALL PLANET AIRLINES,C,0,0,0,0,0,0,0,0,0,0,2,0,69.5
10/09/2017 12:40,201707,ABERDEEN,LATVIA,RIGA,AIR BALTIC,C,1,0,0,100,0,0,0,0,16,0,0,0,0
10/09/2017 12:40,201707,ABERDEEN,LATVIA,RIGA,AIR BALTIC,S,25,0,60,36,4,0,0,0,13.88,0,1,100,10
10/09/2017 12:40,201707,ABERDEEN,LATVIA,RIGA,JOTA AVIATION LTD,C,0,0,0,0,0,0,0,0,0,0,1,0,18
