run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
03/03/2017 10:40,201607,ABERDEEN,BULGARIA,BURGAS,BH AIR,C,19,0,47.36842105,21.05263158,10.52631579,21.05263158,0,0,37.68421,0,8,87.5,6.875
03/03/2017 10:40,201607,ABERDEEN,CROATIA,RIJEKA,AIR X CHARTER,C,0,0,0,0,0,0,0,0,0,0,2,50,20.5
03/03/2017 10:40,201607,ABERDEEN,CROATIA,RIJEKA,TITAN AIRWAYS LTD,C,0,0,0,0,0,0,0,0,0,0,2,100,2
03/03/2017 10:40,201607,ABERDEEN,DENMARK,COPENHAGEN,SAS,S,94,0,100,0,0,0,0,0,1.75532,94,99,95.95959596,3.747474747
03/03/2017 10:40,201607,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,S,50,0,86,6,0,4,4,0,22.64,52,54,100,0.611111111
03/03/2017 10:40,201607,ABERDEEN,DENMARK,ESBJERG,DENIM AIR,C,0,0,0,0,0,0,0,0,0,0,4,25,49.5
03/03/2017 10:40,201607,ABERDEEN,ESTONIA,TALLIN,MALETH AERO,C,0,0,0,0,0,0,0,0,0,0,1,0,17
03/03/2017 10:40,201607,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,176,0,82.95454546,11.36363636,3.409090909,2.272727273,0,0,8.46023,175,0,0,0
03/03/2017 10:40,201607,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),HOP - R C A E ,S,0,0,0,0,0,0,0,0,0,0,178,87.07865169,7.556179775
03/03/2017 10:40,201607,ABERDEEN,GERMANY,DRESDEN,DENIM AIR,C,0,0,0,0,0,0,0,0,0,0,1,100,0
03/03/2017 10:40,201607,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,122,0,80.32786885,15.57377049,1.639344262,2.459016393,0,0,9.15574,124,186,81.1827957,9.978494624
03/03/2017 10:40,201607,ABERDEEN,GREECE,CORFU,EUROPE AIRPOST,C,10,0,100,0,0,0,0,0,1.8,0,10,70,21.6
03/03/2017 10:40,201607,ABERDEEN,HUNGARY,BUDAPEST,WIZZ AIR,S,1,0,100,0,0,0,0,0,0,1,0,0,0
