run_date,reporting_period,reporting_airport,origin_destination_country,origin_destination,airline_name,scheduled_charter,number_flights_matched,actual_flights_unmatched,early_to_15_mins_late_percent,flts_16_to_30_mins_late_percent,flts_31_to_60_mins_late_percent,flts_61_to_180_mins_late_percent,flts_181_to_360_mins_late_percent,more_than_360_mins_late_percent,average_delay_mins,planned_flights_unmatched,previous_year_month_flights_matched,previous_year_month_early_to_15_mins_late_percent,previous_year_month_average_delay
04/05/2016 13:18,201602,ABERDEEN,DENMARK,COPENHAGEN,SAS,S,70,0,92.85714286,7.142857143,0,0,0,0,3.057142857,9,84,88.0952381,6.297619048
04/05/2016 13:18,201602,ABERDEEN,DENMARK,ESBJERG,BMI REGIONAL,S,50,0,78,4,8,6,4,0,16.16,0,48,91.66666667,3.416666667
04/05/2016 13:18,201602,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),AIR FRANCE,S,137,0,87.59124088,8.02919708,3.649635036,0.729927007,0,0,5.635036496,0,0,0,0
04/05/2016 13:18,201602,ABERDEEN,FRANCE,PARIS (CHARLES DE GAULLE),HOP - R C A E ,S,0,0,0,0,0,0,0,0,0,0,150,88.66666667,6.1
04/05/2016 13:18,201602,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA,S,111,0,84.68468468,10.81081081,2.702702703,1.801801802,0,0,7.936936937,5,0,0,0
04/05/2016 13:18,201602,ABERDEEN,GERMANY,FRANKFURT MAIN,LUFTHANSA CITY LINE,S,0,0,0,0,0,0,0,0,0,0,112,83.03571429,11.9375
04/05/2016 13:18,201602,ABERDEEN,IRISH REPUBLIC,DUBLIN,AER LINGUS,S,58,0,91.37931034,1.724137931,3.448275862,3.448275862,0,0,8.206896552,0,0,0,0
04/05/2016 13:18,201602,ABERDEEN,IRISH REPUBLIC,DUBLIN,EASTERN AIRWAYS,C,0,0,0,0,0,0,0,0,0,0,1,0,34
04/05/2016 13:18,201602,ABERDEEN,IRISH REPUBLIC,DUBLIN,STOBART AIR,S,0,0,0,0,0,0,0,0,0,0,56,96.42857143,3.803571429
04/05/2016 13:18,201602,ABERDEEN,NETHERLANDS,AMSTERDAM,KLM,S,156,0,92.30769231,4.487179487,1.923076923,1.282051282,0,0,4.737179487,4,162,87.65432099,5.382716049
04/05/2016 13:18,201602,ABERDEEN,NETHERLANDS,AMSTERDAM,KLM CITYHOPPER,S,84,0,89.28571429,7.142857143,3.571428571,0,0,0,5.011904762,0,76,88.15789474,5.078947368
04/05/2016 13:18,201602,ABERDEEN,NORWAY,BERGEN,WIDEROE FLYVESELSKAP A/S,S,88,0,78.40909091,11.36363636,6.818181818,2.272727273,1.136363636,0,13.35227273,4,94,81.91489362,12.84042553
04/05/2016 13:18,201602,ABERDEEN,NORWAY,OSLO (GARDERMOEN),BMI REGIONAL,S,46,0,80.43478261,10.86956522,6.52173913,2.173913043,0,0,9.739130435,0,48,85.41666667,7.020833333
04/05/2016 13:18,201602,ABERDEEN,NORWAY,OSLO (GARDERMOEN),SAS,S,42,0,78.57142857,11.9047619,9.523809524,0,0,0,8.619047619,1,47,89.36170213,6.914893617
04/05/2016 13:18,201602,ABERDEEN,NORWAY,STAVANGER,BMI REGIONAL,C,0,0,0,0,0,0,0,0,0,0,2,100,1
04/05/2016 13:18,201602,ABERDEEN,NORWAY,STAVANGER,SAS,S,98,0,88.7755102,8.163265306,2.040816327,1.020408163,0,0,5.571428571,0,104,90.38461538,3.769230769
04/05/2016 13:18,201602,ABERDEEN,NORWAY,STAVANGER,WIDEROE FLYVESELSKAP A/S,S,124,0,96.77419355,3.225806452,0,0,0,0,2.60483871,2,143,90.90909091,7.363636364
04/05/2016 13:18,201602,ABERDEEN,POLAND,GDANSK,WIZZ AIR,S,16,0,68.75,6.25,12.5,12.5,0,0,19.75,0,0,0,0
04/05/2016 13:18,201602,ABERDEEN,SPAIN(CANARY ISLANDS),TENERIFE (SURREINA SOFIA),THOMSON AIRWAYS LTD,C,16,0,68.75,18.75,12.5,0,0,0,10.625,0,16,68.75,16.3125
04/05/2016 13:18,201602,ABERDEEN,SWITZERLAND,GENEVA,EASYJET AIRLINE COMPANY LTD,C,1,0,100,0,0,0,0,0,0,0,0,0,0
04/05/2016 13:18,201602,ABERDEEN,SWITZERLAND,GENEVA,EASYJET SWITZERLAND,S,7,0,42.85714286,0,0,57.14285714,0,0,47.71428571,0,8,75,14.25
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,BELFAST CITY (GEORGE BEST),FLYBE LTD,S,62,0,88.70967742,4.838709677,4.838709677,1.612903226,0,0,7.129032258,0,56,80.35714286,6.446428571
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,BIRMINGHAM,FLYBE LTD,S,145,0,86.20689655,8.965517241,4.137931034,0.689655172,0,0,5.675862069,6,164,83.53658537,9.079268293
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,BRISTOL,BMI REGIONAL,S,90,0,58.88888889,20,7.777777778,8.888888889,4.444444444,0,27.56666667,2,104,85.57692308,6.144230769
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,CARDIFF WALES,EASTERN AIRWAYS,S,43,1,81.39534884,6.976744186,4.651162791,6.976744186,0,0,14.3255814,3,41,80.48780488,8.56097561
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,DURHAM TEES VALLEY,EASTERN AIRWAYS,S,128,3,82.03125,3.90625,7.03125,6.25,0.78125,0,12,17,139,88.48920863,6.352517986
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,EAST MIDLANDS INTERNATIONAL,EASTERN AIRWAYS,S,101,4,79.20792079,6.930693069,5.940594059,7.920792079,0,0,14.62376238,50,108,96.2962963,3.722222222
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,GATWICK,EASYJET AIRLINE COMPANY LTD,S,88,0,79.54545455,10.22727273,7.954545455,2.272727273,0,0,9.965909091,0,92,88.04347826,6.47826087
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,HEATHROW,BRITISH AIRWAYS PLC,S,392,0,88.26530612,7.397959184,2.806122449,1.530612245,0,0,6.316326531,0,400,79.5,11.415
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,HEATHROW,VIRGIN ATLANTIC AIRWAYS LTD,S,0,0,0,0,0,0,0,0,0,0,165,92.72727273,5.690909091
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,HUMBERSIDE,EASTERN AIRWAYS,S,144,0,88.88888889,5.555555556,2.083333333,1.388888889,2.083333333,0,10.96527778,17,143,90.90909091,6.377622378
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,JERSEY,FLYBE LTD,S,0,0,0,0,0,0,0,0,0,0,144,90.27777778,7.625
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,KIRKWALL,EASTERN AIRWAYS,C,0,0,0,0,0,0,0,0,0,0,1,0,16
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,KIRKWALL,LOGANAIR LTD,S,150,0,76.66666667,11.33333333,6.666666667,4,1.333333333,0,14.72666667,0,144,68.05555556,17.09722222
04/05/2016 13:18,201602,ABERDEEN,UNITED KINGDOM,LEEDS BRADFORD,EASTERN AIRWAYS,S,35,0,88.57142857,5.714285714,5.714285714,0,0,0,8.457142857,11,63,80.95238095,8.80952381
